Customer_ID,Customer_First_Name,Customer_Last_Name,Customer_Phone_Number,Device_Make,Device_Model,Latitude,Longitude,Upstream_Data_GB,Downstream_Data_GB,Apps,Category,HTTPS,Date,ZIP_Code,Chain_Name,Chain_ID,POI_Name,POI_Chain_ID
c08bc1c6-7917-4bf1-a479-719cc66d071c,Katie,Williams,+1-783-997-3281,Motorola,Moto G Stylus,32.778436,-96.778855,2.92,0.19,WhatsApp,Streaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
b5a0141c-78b3-4abe-8e50-a6d2091bd546,Alex,Taylor,+1-714-610-1914,Apple,iPhone SE,32.916123,-96.963075,4.85,3.81,WhatsApp,Shopping,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
a5bafeb4-b034-4bd7-b7d2-9b3082444f4d,Chris,Taylor,+1-660-640-2961,Motorola,Moto G Play,32.933566,-96.874164,2.16,2.92,Facebook,Gaming,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
e12cf3c4-f8f4-4bed-b828-9a0512a9c608,Emily,Johnson,+1-273-151-8812,Motorola,Moto G Stylus,32.766306,-96.849078,4.98,0.96,Twitter,Social Media,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
b2398221-7125-4d08-8fca-2c73abbd50c0,Sarah,Jones,+1-744-289-1086,Apple,iPhone 12,32.93542,-96.966423,0.51,4.81,Instagram,Streaming,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
ed820039-4a9d-410b-8449-aa6387c00132,Katie,Miller,+1-598-279-1487,Apple,iPhone 13,32.956421,-96.725244,0.58,4.42,YouTube,Streaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
50ae5d2c-0b25-45d0-b6cd-186b201c75e7,John,Williams,+1-882-209-4036,Apple,iPhone 12,32.861424,-96.71971,4.52,0.5,Instagram,Gaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
93b8ec97-5f20-4695-8ee6-ef1be786fbec,Laura,Jones,+1-292-788-7628,Apple,iPhone 12,32.741802,-96.942077,0.47,2.71,WhatsApp,Gaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
930e43a1-11c9-4e82-98c0-b6441c741705,Emily,Jones,+1-505-736-5057,Google,Pixel 5,32.932647,-96.878059,1.64,4.32,WhatsApp,Shopping,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
263d4c12-cb22-481e-a6db-b7c0ccf556e0,Michael,Johnson,+1-603-622-2442,Samsung,Galaxy S21,32.863418,-96.712067,3.67,1.52,Facebook,News,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
192d2158-9136-4d20-b15a-ce34554bf8bb,John,Jones,+1-424-885-8217,Google,Pixel 4a,32.844307,-96.817045,4.32,1.54,Twitter,Social Media,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
8fa614e6-70af-4733-a186-c674120857cb,John,Miller,+1-663-368-4235,Samsung,Galaxy S21,32.8397,-96.914318,4.45,1.65,Facebook,News,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
dea366c7-019b-44a3-b777-c3bbb6e1417a,Jane,Taylor,+1-513-984-9928,Samsung,Galaxy S21,32.845837,-96.776239,2.28,2.69,Twitter,News,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
45c7eb5e-940e-41ef-8ec2-bf9c236d9929,Chris,Wilson,+1-853-801-3242,Motorola,Moto G Power,32.805426,-96.927118,4.12,2.29,Instagram,Shopping,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
7115d132-a030-4ab3-90a0-ffd9c760e2e6,Chris,Taylor,+1-643-107-6255,Google,Pixel 6,32.83482,-96.789926,2.18,1.64,WhatsApp,Social Media,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
9000b048-d0a8-4904-a8cd-fac944c42f7c,Chris,Davis,+1-323-649-8514,Samsung,Galaxy S21,32.97497,-96.74472,3.26,4.12,YouTube,Gaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
ab96d591-e445-4994-a3c6-7842832e7798,Katie,Moore,+1-489-381-1692,Apple,iPhone 13,32.9081,-96.920844,2.72,4.21,WhatsApp,Streaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
8d24a5f2-b2dd-4b6e-a040-612a0946d638,David,Moore,+1-580-214-9662,Apple,iPhone SE,32.798187,-96.78035,4.93,0.58,Instagram,Shopping,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
6e71ce15-38e8-4227-ace1-da138dfdac67,Emily,Wilson,+1-405-820-5800,LG,LG Wing,32.769902,-96.944306,2.71,1.35,Instagram,Social Media,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
6eb08a00-8e1d-4aaf-b737-a7c6557a4734,Chris,Jones,+1-648-135-9074,Motorola,Moto G Stylus,32.774741,-96.789466,0.26,3.16,WhatsApp,Social Media,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
d718ed5c-4160-4964-9843-75e7cb75a769,John,Wilson,+1-471-230-3469,Apple,iPhone 13,32.885433,-96.792719,4.71,3.24,Instagram,Shopping,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
79bcb277-9400-4152-a01f-37f5f7e7ac3e,Laura,Smith,+1-476-921-6802,LG,LG Velvet,32.714551,-96.794219,1.26,4.85,YouTube,Gaming,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
e0e45094-a30e-4ef5-adb6-37bb8e6c7f5f,Laura,Wilson,+1-818-868-5245,Samsung,Galaxy A52,32.900292,-96.988182,1.72,2.88,YouTube,Streaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
cd1da3bd-b025-4f78-b4f6-1c6c792b20a3,Michael,Jones,+1-212-714-8001,LG,LG G8 ThinQ,32.793556,-96.980079,0.92,3.83,WhatsApp,Shopping,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
23391051-850a-437d-ac3e-9420175aeabe,John,Davis,+1-524-688-6866,Google,Pixel 4a,32.757758,-96.897882,0.11,2.74,YouTube,Streaming,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
68d42c65-8e93-4364-9d1f-72355e38835d,Jane,Smith,+1-701-999-5672,Motorola,Moto G Power,32.757865,-96.985931,4.03,3.27,Instagram,Shopping,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
28e871ee-4b35-4f25-90e3-c56cfe692fd0,Michael,Moore,+1-488-253-8521,Google,Pixel 4a,32.708311,-96.74127,0.8,0.23,Instagram,Social Media,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
655f8124-ca09-41a5-90ef-55520f30dd3b,Emily,Davis,+1-660-490-1307,Google,Pixel 6,32.773373,-96.831452,0.88,3.7,Facebook,Gaming,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
1fe693ba-d98b-45ba-af3e-d39622418eb5,Jane,Johnson,+1-881-701-1803,Apple,iPhone SE,32.775961,-96.835897,0.83,3.19,WhatsApp,Social Media,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
9ccf4511-c289-491d-8f6a-3bc9c70aac2f,Laura,Jones,+1-632-862-2827,Apple,iPhone SE,32.912854,-96.968682,0.43,3.98,YouTube,Shopping,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
5dab858f-95fe-4f74-9619-8c98e9c2d834,Jane,Moore,+1-571-301-9707,Samsung,Galaxy S21,32.849774,-96.96782,3.81,4.59,WhatsApp,Streaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
0cc1b032-385f-4140-8076-9339f322ff1a,Katie,Jones,+1-734-933-9637,Apple,iPhone SE,32.945613,-96.91365,1.69,0.31,Twitter,News,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
49e37724-5cc2-478b-9e47-16629e5e6d57,Alex,Williams,+1-261-515-5158,Motorola,Moto G Stylus,32.951387,-96.973906,1.43,4.5,Facebook,Gaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
f3e13de0-6ad3-4c77-b42b-de34844c5919,Chris,Miller,+1-562-768-5081,Apple,iPhone 13,32.741713,-96.857682,3.76,0.89,YouTube,Social Media,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
a819830a-86c4-4f1b-a8d2-4bfffae1bc8f,Katie,Smith,+1-798-901-8554,Google,Pixel 6,32.770145,-96.713614,2.57,3.08,YouTube,News,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
b9a5a4d5-b66c-4e57-8ac3-e2970f5c2b96,Alex,Miller,+1-668-187-4228,Google,Pixel 4a,32.801213,-96.899644,0.52,4.39,Twitter,Gaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
a75f97dd-621b-4936-b02f-ba229d9b2902,Katie,Wilson,+1-663-104-9431,Motorola,Moto G Power,32.9298,-96.811489,2.94,3.45,Instagram,Gaming,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
851b8ea3-e48d-44f2-9264-974917324376,Chris,Miller,+1-758-971-2875,Samsung,Galaxy S21,32.876111,-96.756957,2.77,0.65,WhatsApp,Shopping,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
f85d579f-088f-4ef6-9185-273da4cccd5e,Michael,Brown,+1-941-120-4586,Samsung,Galaxy Note 20,32.94093,-96.943805,0.7,0.37,WhatsApp,Gaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
d679b45d-860e-4def-9ef7-f20cc356c765,John,Davis,+1-386-264-4401,Apple,iPhone 12,32.884,-96.756342,0.28,0.99,Instagram,Gaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
e57f4108-e38d-4e44-b364-6a265070414c,Emily,Jones,+1-389-115-8863,LG,LG Velvet,32.932653,-96.720743,0.9,4.4,Twitter,News,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
e4b44f00-e0eb-4318-9128-02513fcf53a3,Sarah,Taylor,+1-427-897-6564,LG,LG Velvet,32.735832,-96.790384,1.5,1.37,Facebook,Social Media,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
76f28c03-0894-4879-9b91-079214821f1b,Laura,Smith,+1-419-831-3945,Apple,iPhone 12,32.970118,-96.962036,3.23,0.29,Twitter,Streaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
e1362085-5816-42c5-a4ba-19f894d3fe7a,Katie,Brown,+1-661-919-2608,Apple,iPhone 12,32.820417,-96.965991,1.8,1.08,WhatsApp,Gaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
98e30098-aa6b-4ae0-9dff-273a8cc3197e,Michael,Johnson,+1-202-879-5230,LG,LG G8 ThinQ,32.822688,-96.929434,1.73,2.79,YouTube,Shopping,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
c6b2aec5-5ac5-4ee4-9e49-357353f8b30f,Katie,Johnson,+1-644-454-2009,Google,Pixel 4a,32.766103,-96.97395,2.07,4.09,Twitter,News,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
c3c9a39a-c933-42f6-b705-d288b181b8b2,Michael,Jones,+1-603-382-3090,Motorola,Moto G Play,32.7702,-96.727585,3.68,0.61,YouTube,Gaming,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
9ced17ac-8337-40ed-aaca-e28cc8e05c1e,David,Brown,+1-847-522-7215,LG,LG Velvet,32.726195,-96.969767,1.24,4.27,Instagram,Social Media,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
0069ca4b-7bfa-441d-8435-f6b385ff6934,Chris,Williams,+1-850-433-9881,Google,Pixel 4a,32.948243,-96.803742,2.98,1.63,Twitter,News,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
04986523-bc97-4797-b587-3e75f103f406,Alex,Taylor,+1-564-965-8415,Apple,iPhone 12,32.937756,-96.870738,1.07,0.95,Instagram,Social Media,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
62f7147a-d69a-4641-bf9f-d992cfb2b380,Michael,Brown,+1-836-966-2522,Samsung,Galaxy S21,32.821941,-96.854748,3.14,2.55,Instagram,Streaming,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
304c09f9-46ac-4444-ade6-e2e127ac4c35,Chris,Smith,+1-650-790-9699,Google,Pixel 5,32.828198,-96.817886,2.83,0.66,Twitter,Streaming,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
05cb2cb4-5570-4876-960f-6b2df45587c9,Jane,Jones,+1-600-864-2123,Google,Pixel 4a,32.97071,-96.963272,0.19,4.65,Twitter,Gaming,No,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
c4e4341e-c52a-4e7d-8a14-1d84d879f125,Katie,Brown,+1-664-340-2791,Google,Pixel 5,32.985787,-96.77706,1.31,4.88,Twitter,Social Media,Yes,08/15/2024,75201,Walmart Supercenter,1,Walmart Supercenter,1201
